iteration,objective,volume,volume_lb,beta
152,4.485045062584257,0.2835666202278625,0.2835666202278625,4.0
153,4.484315618245688,0.2835993252930412,0.28359932529304116,4.0
154,4.473923082600327,0.2840673320508157,0.2840673320508157,4.0
155,4.337458253065747,0.2905514231857732,0.2905514231857732,4.0
156,4.130881861800366,0.30007075320832716,0.30007075320832716,4.0
157,4.100934716427634,0.3007578191893264,0.3007578191893264,4.0
158,4.0854715389860905,0.3008469694482017,0.3008469694482017,4.0
159,4.0772619562612356,0.3009146578746028,0.3009146578746028,4.0
160,4.071059845385057,0.300929800170431,0.300929800170431,4.0
161,4.06599351073276,0.3009444568083145,0.3009444568083145,4.0
162,4.061913986439,0.3009541056427636,0.3009541056427636,4.0
163,4.058192721944814,0.30095621595452765,0.30095621595452765,4.0
164,4.054501078172456,0.30095562919667573,0.30095562919667573,4.0
165,4.0506675799830845,0.3009533672889624,0.3009533672889624,4.0
166,4.046603180475038,0.3009498694079228,0.3009498694079228,4.0
167,4.04239243888459,0.3009471240692492,0.3009471240692492,4.0
168,4.038146081866478,0.30094763182353945,0.30094763182353945,4.0
169,4.034453262603277,0.30095342561316896,0.30095342561316896,4.0
170,4.031127353994535,0.30096059125841534,0.30096059125841534,4.0
171,4.028141087828746,0.30096401767691827,0.3009640176769183,4.0
172,4.0254327720818655,0.3009655915008784,0.3009655915008784,4.0
173,4.023981199322116,0.30095114378623383,0.30095114378623383,4.0
174,4.032926144642355,0.300828675804737,0.300828675804737,4.0
175,4.031474802366333,0.30084623902032626,0.30084623902032626,4.0
176,4.025422028071586,0.30092343695480783,0.3009234369548079,4.0
177,4.021616285905324,0.30098975934547717,0.30098975934547717,4.0
178,4.020883171919006,0.3009985432354748,0.3009985432354748,4.0
179,4.019280285209349,0.30098478509114346,0.30098478509114346,4.0
180,4.016985127105082,0.30097135408144743,0.30097135408144743,4.0
181,4.014792168949618,0.3009720057266634,0.3009720057266634,4.0
182,4.014298113459141,0.30095932009375037,0.30095932009375037,4.0
183,4.024483364200223,0.3008798410166801,0.3008798410166801,4.0
184,4.022250961979188,0.30089181373835383,0.30089181373835383,4.0
185,4.015428152129739,0.30093993362330096,0.300939933623301,4.0
186,4.012263112275011,0.3009900219756909,0.3009900219756909,4.0
187,4.011256939580313,0.3009910429780294,0.3009910429780294,4.0
188,4.010188479399127,0.30098537784393475,0.30098537784393475,4.0
189,4.008956082736386,0.3009852529269927,0.30098525292699274,4.0
190,4.00781096936186,0.3009859984253225,0.3009859984253225,4.0
191,4.00672766342883,0.3009867163075686,0.3009867163075686,4.0
192,4.005669338931845,0.30098729264231905,0.30098729264231905,4.0
193,4.004752501599702,0.3009896061875907,0.3009896061875907,4.0
194,4.003950933779472,0.30099081025676255,0.30099081025676255,4.0
195,4.003213566335661,0.3009908505462574,0.3009908505462574,4.0
196,4.002478796525254,0.3009917254419633,0.3009917254419633,4.0
197,4.001815497334175,0.3009923188635305,0.3009923188635305,4.0
198,4.001190187922136,0.30099299860218304,0.30099299860218304,4.0
199,4.000631438048125,0.3009940150268071,0.3009940150268071,4.0
200,4.00012341532894,0.3009941939405197,0.3009941939405197,4.0
201,3.9996343048753658,0.30099425654216977,0.30099425654216977,4.0
202,3.999147981372044,0.30099424403390407,0.30099424403390407,4.0
203,3.9987022471819538,0.30099484983724795,0.300994849837248,4.0
204,3.998335614805011,0.3009959269490238,0.3009959269490238,4.0
205,3.998007855476331,0.3009960232031308,0.3009960232031308,4.0
206,3.9976909761985584,0.3009961084754198,0.30099610847541974,4.0
207,3.9973876064079543,0.3009959400055755,0.3009959400055755,4.0
208,3.9970831131070246,0.30099599828036033,0.30099599828036033,4.0
209,3.996799079274689,0.30099624421373006,0.30099624421373,4.0
210,3.996550544554651,0.3009967198642638,0.3009967198642638,4.0
211,3.9963276761843187,0.30099711849947963,0.30099711849947963,4.0
212,3.9961101514502024,0.30099724764857605,0.30099724764857605,4.0
213,3.9958964386285714,0.3009974170681464,0.3009974170681465,4.0
214,3.9956891065910356,0.30099747416412015,0.30099747416412015,4.0
215,3.9954808372698807,0.30099746809889205,0.30099746809889205,4.0
216,3.995272445790074,0.30099748844766805,0.30099748844766805,4.0
217,3.99506920118069,0.30099757353446843,0.30099757353446843,4.0
218,3.9948781533169653,0.30099778208168737,0.30099778208168726,4.0
219,3.994707018236328,0.3009979628569204,0.30099796285692043,4.0
220,3.99454557807759,0.30099799408829425,0.3009979940882943,4.0
221,3.9944012267725677,0.3009978021821397,0.30099780218213973,4.0
222,3.994299019176498,0.30099697862339625,0.30099697862339625,4.0
223,3.9944092076790456,0.300992964699028,0.300992964699028,4.0
224,3.994380986333039,0.3009935185628098,0.3009935185628098,4.0
225,3.9942496787110855,0.30099633436068124,0.30099633436068124,4.0
226,3.994090634545194,0.3009984585231048,0.3009984585231048,4.0
227,3.9940194156307025,0.30099983328336094,0.30099983328336094,4.0
228,3.993929019721741,0.3009990976672543,0.3009990976672543,4.0
229,3.993802484239197,0.30099842020764533,0.30099842020764533,4.0
230,3.9936542254276555,0.30099821738654675,0.30099821738654675,4.0
231,3.9934959549404567,0.30099813255233654,0.3009981325523365,4.0
232,3.9933319745251064,0.30099803931374647,0.30099803931374647,4.0
233,3.993162822200562,0.3009979631466762,0.30099796314667615,4.0
234,3.992985938234824,0.3009978009349731,0.3009978009349731,4.0
235,3.992801346336279,0.3009977508683198,0.3009977508683198,4.0
236,3.9926181637968163,0.3009977623500032,0.3009977623500032,4.0
237,3.992445037700218,0.3009977537871368,0.3009977537871368,4.0
238,3.9922969787978393,0.3009978569819241,0.3009978569819241,4.0
239,3.9921522076320657,0.30099766711613996,0.30099766711613996,4.0
240,3.9919907092454423,0.30099781891529137,0.30099781891529137,4.0
241,3.9918174567293736,0.3009979033300968,0.3009979033300968,4.0
242,3.9916352919554385,0.3009977560626988,0.30099775606269874,4.0
243,3.9914318367552455,0.30099749817945387,0.30099749817945387,4.0
244,3.991201609551303,0.30099712001671197,0.30099712001671197,4.0
245,3.9909363350446054,0.30099671711528886,0.30099671711528886,4.0
246,3.9906348887991556,0.30099626848870076,0.30099626848870076,4.0
247,3.9903012053213054,0.3009959888110145,0.3009959888110145,4.0
248,3.9899485787145212,0.3009958238958541,0.3009958238958541,4.0
249,3.9895844483496754,0.30099562393642637,0.30099562393642637,4.0
250,3.9892323901918676,0.3009959321826814,0.3009959321826814,4.0
251,3.9888904110902246,0.30099589643836505,0.3009958964383651,4.0
252,3.9885294657782455,0.30099553697887266,0.3009955369788726,4.0
253,3.988144391011779,0.3009953784290386,0.3009953784290386,4.0
254,3.987760089073122,0.30099549831443667,0.3009954983144367,4.0
255,3.9874108692623422,0.3009959979369965,0.3009959979369965,4.0
256,3.987093398302014,0.3009961279384311,0.30099612793843117,4.0
257,3.9867778926148376,0.3009959968925351,0.3009959968925351,4.0
258,3.9864617923831642,0.30099599221310125,0.3009959922131012,4.0
259,3.986169996237232,0.300996382223073,0.30099638222307296,4.0
260,3.985905329550245,0.30099683125523224,0.3009968312552322,4.0
261,3.985663566224172,0.30099695496251516,0.30099695496251516,4.0
262,3.9854106459754726,0.30099673075350974,0.30099673075350974,4.0
263,3.9851445809471007,0.300996765966995,0.300996765966995,4.0
264,3.9848740137439087,0.3009967813269644,0.30099678132696445,4.0
265,3.9845908727779507,0.3009964790980104,0.3009964790980104,4.0
266,3.984279439500567,0.30099613130432656,0.30099613130432656,4.0
267,3.9839321083295016,0.30099566470735506,0.30099566470735506,4.0
268,3.9835504002847184,0.3009953124717032,0.3009953124717032,4.0
269,3.9831021465754715,0.30099440014860007,0.30099440014860007,4.0
270,3.9825913227832,0.300993831435259,0.300993831435259,4.0
271,3.9819981475183286,0.30099300315204736,0.30099300315204736,4.0
272,3.9813104740253595,0.3009920771795064,0.3009920771795064,4.0
273,3.9805965487040105,0.30099234119600227,0.30099234119600227,4.0
274,3.979903651112045,0.30099239683255297,0.30099239683255297,4.0
275,3.979230470386885,0.3009925161303961,0.3009925161303961,4.0
276,3.9785604812719786,0.30099253291633765,0.3009925329163376,4.0
277,3.9778921053372214,0.3009928487297002,0.3009928487297002,4.0
278,3.9772408100672045,0.30099286339485665,0.30099286339485665,4.0
279,3.9765878284642886,0.30099294348792666,0.30099294348792666,4.0
280,3.9759303776066766,0.3009928471137229,0.3009928471137229,4.0
281,3.9753025241777027,0.3009932204721836,0.3009932204721836,4.0
282,3.9747268850818696,0.30099375179555493,0.30099375179555493,4.0
283,3.9742268982456506,0.300994508431488,0.300994508431488,4.0
284,3.9737822745062257,0.3009948243132585,0.3009948243132585,4.0
285,3.973380929923678,0.3009952835108395,0.3009952835108395,4.0
286,3.973006915125605,0.3009955404282977,0.3009955404282977,4.0
287,3.9726169360006014,0.3009954236738026,0.3009954236738026,4.0
288,3.9721995322924846,0.30099501524610606,0.3009950152461061,4.0
289,3.971737282673872,0.30099460162975167,0.30099460162975167,4.0
290,3.9712265461357683,0.30099432244041996,0.30099432244042,4.0
291,3.970688530219139,0.3009941144603291,0.3009941144603291,4.0
292,3.970103369959758,0.30099363804275037,0.3009936380427504,4.0
293,3.969473531825519,0.3009932037449966,0.3009932037449966,4.0
294,3.9688504499739414,0.30099362411989833,0.3009936241198984,4.0
295,3.9683201197030735,0.3009946917719705,0.3009946917719705,4.0
296,3.9678977123326966,0.30099564764531667,0.30099564764531667,4.0
297,3.9675298217962105,0.3009961133368659,0.3009961133368659,4.0
298,3.967159219711259,0.3009958917677667,0.30099589176776675,4.0
299,3.9667638524697026,0.3009957127759021,0.3009957127759021,4.0
300,3.9663641720646496,0.30099568526484866,0.30099568526484866,4.0
